Person,Question,Encoding,Method,Preference,Response
72,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
72,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
72,10,"A1 tacotron, A2 baseline",tacotron,equal,0
72,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
73,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
73,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
73,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
73,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
73,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
73,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
73,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
73,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
73,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
73,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
73,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
73,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
74,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
74,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
74,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
74,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
74,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
74,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
74,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
74,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
74,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
74,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
74,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
74,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
75,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
75,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
75,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
75,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
75,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
75,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
75,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
75,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
75,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
75,9,"A1 tacotron, A2 baseline",tacotron,equal,0
75,10,"A1 tacotron, A2 baseline",tacotron,equal,0
75,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
76,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
76,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
76,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
76,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
76,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
76,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
76,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
76,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
76,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
76,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
76,10,"A1 tacotron, A2 baseline",tacotron,equal,0
76,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
77,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
77,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
77,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
77,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
77,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
77,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
77,6,"A1 tacotron, A2 baseline",tacotron,equal,0
77,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
77,8,"A1 tacotron, A2 baseline",tacotron,equal,0
77,9,"A1 tacotron, A2 baseline",tacotron,equal,0
77,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
77,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
78,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
78,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
78,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
78,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
78,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
78,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
78,6,"A1 tacotron, A2 baseline",tacotron,equal,0
78,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
78,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
78,9,"A1 tacotron, A2 baseline",tacotron,equal,0
78,10,"A1 tacotron, A2 baseline",tacotron,equal,0
78,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
79,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
79,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
79,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
79,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
79,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
79,5,"A1 tacotron, A2 baseline",tacotron,equal,0
79,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
79,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
79,8,"A1 tacotron, A2 baseline",tacotron,A2 better,0
79,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
79,10,"A1 tacotron, A2 baseline",tacotron,equal,0
79,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
80,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
80,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
80,2,"A1 tacotron, A2 baseline",tacotron,equal,0
80,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
80,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
80,5,"A1 tacotron, A2 baseline",tacotron,equal,0
80,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
80,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
80,8,"A1 tacotron, A2 baseline",tacotron,equal,0
80,9,"A1 tacotron, A2 baseline",tacotron,equal,0
80,10,"A1 tacotron, A2 baseline",tacotron,equal,0
80,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
81,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
81,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
81,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
81,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
81,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
81,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
81,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
81,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
81,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
81,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
81,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
81,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
82,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
82,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
82,2,"A1 tacotron, A2 baseline",tacotron,equal,0
82,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
82,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
82,5,"A1 tacotron, A2 baseline",tacotron,equal,0
82,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
82,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
82,8,"A1 tacotron, A2 baseline",tacotron,equal,0
82,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
82,10,"A1 tacotron, A2 baseline",tacotron,equal,0
82,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
83,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
83,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
83,2,"A1 tacotron, A2 baseline",tacotron,equal,0
83,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
83,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
83,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
83,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
83,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
83,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
83,9,"A1 tacotron, A2 baseline",tacotron,equal,0
83,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
83,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
84,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
84,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
84,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
84,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
84,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
84,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
84,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
84,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
84,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
84,9,"A1 tacotron, A2 baseline",tacotron,equal,0
84,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
84,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
85,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
85,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
85,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
85,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
85,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
85,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
85,6,"A1 tacotron, A2 baseline",tacotron,equal,0
85,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
85,8,"A1 tacotron, A2 baseline",tacotron,equal,0
85,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
85,10,"A1 tacotron, A2 baseline",tacotron,equal,0
85,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
86,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
86,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
86,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
86,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
86,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
86,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
86,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
86,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
86,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
86,9,"A1 tacotron, A2 baseline",tacotron,equal,0
86,10,"A1 tacotron, A2 baseline",tacotron,equal,0
86,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
87,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
87,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
87,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
87,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
87,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
87,5,"A1 tacotron, A2 baseline",tacotron,equal,0
87,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
87,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
87,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
87,9,"A1 tacotron, A2 baseline",tacotron,equal,0
87,10,"A1 tacotron, A2 baseline",tacotron,equal,0
87,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
88,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
88,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
88,2,"A1 tacotron, A2 baseline",tacotron,equal,0
88,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
88,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
88,5,"A1 tacotron, A2 baseline",tacotron,equal,0
88,6,"A1 tacotron, A2 baseline",tacotron,equal,0
88,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
88,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
88,9,"A1 tacotron, A2 baseline",tacotron,equal,0
88,10,"A1 tacotron, A2 baseline",tacotron,equal,0
88,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
89,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
89,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
89,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
89,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
89,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
89,5,"A1 tacotron, A2 baseline",tacotron,equal,0
89,6,"A1 tacotron, A2 baseline",tacotron,equal,0
89,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
89,8,"A1 tacotron, A2 baseline",tacotron,equal,0
89,9,"A1 tacotron, A2 baseline",tacotron,equal,0
89,10,"A1 tacotron, A2 baseline",tacotron,equal,0
89,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
90,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
90,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
90,2,"A1 tacotron, A2 baseline",tacotron,equal,0
90,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
90,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
90,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
90,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
90,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
90,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
90,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
90,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
90,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
91,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
91,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
91,2,"A1 tacotron, A2 baseline",tacotron,equal,0
91,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
91,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
91,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
91,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
91,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
91,8,"A1 tacotron, A2 baseline",tacotron,equal,0
91,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
91,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
91,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
92,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
92,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
92,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
92,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
92,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
92,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
92,6,"A1 tacotron, A2 baseline",tacotron,equal,0
92,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
92,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
92,9,"A1 tacotron, A2 baseline",tacotron,equal,0
92,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
92,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
93,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
93,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
93,2,"A1 tacotron, A2 baseline",tacotron,equal,0
93,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
93,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
93,5,"A1 tacotron, A2 baseline",tacotron,equal,0
93,6,"A1 tacotron, A2 baseline",tacotron,equal,0
93,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
93,8,"A1 tacotron, A2 baseline",tacotron,equal,0
93,9,"A1 tacotron, A2 baseline",tacotron,equal,0
93,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
93,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
94,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
94,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
94,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
94,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
94,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
94,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
94,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
94,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
94,8,"A1 tacotron, A2 baseline",tacotron,equal,0
94,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
94,10,"A1 tacotron, A2 baseline",tacotron,equal,0
94,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
95,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
95,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
95,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
95,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
95,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
95,5,"A1 tacotron, A2 baseline",tacotron,equal,0
95,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
95,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
95,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
95,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
95,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
95,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
96,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
96,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
96,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
96,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
96,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
96,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
96,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
96,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
96,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
96,9,"A1 tacotron, A2 baseline",tacotron,equal,0
96,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
96,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
97,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
97,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
97,2,"A1 tacotron, A2 baseline",tacotron,equal,0
97,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
97,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
97,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
97,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
97,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
97,8,"A1 tacotron, A2 baseline",tacotron,equal,0
97,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
97,10,"A1 tacotron, A2 baseline",tacotron,equal,0
97,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
98,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
98,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
98,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
98,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
98,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
98,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
98,6,"A1 tacotron, A2 baseline",tacotron,equal,0
98,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
98,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
98,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
98,10,"A1 tacotron, A2 baseline",tacotron,equal,0
98,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
99,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
99,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
99,2,"A1 tacotron, A2 baseline",tacotron,equal,0
99,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
99,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
99,5,"A1 tacotron, A2 baseline",tacotron,equal,0
99,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
99,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
99,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
99,9,"A1 tacotron, A2 baseline",tacotron,equal,0
99,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
99,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
100,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
100,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
100,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
100,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
100,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
100,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
100,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
100,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
100,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
100,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
100,10,"A1 tacotron, A2 baseline",tacotron,equal,0
100,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
101,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
101,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
101,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
101,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
101,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
101,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
101,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
101,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
101,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
101,9,"A1 tacotron, A2 baseline",tacotron,equal,0
101,10,"A1 tacotron, A2 baseline",tacotron,equal,0
101,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
102,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
102,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
102,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
102,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
102,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
102,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
102,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
102,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
102,8,"A1 tacotron, A2 baseline",tacotron,equal,0
102,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
102,10,"A1 tacotron, A2 baseline",tacotron,equal,0
102,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
103,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
103,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
103,2,"A1 tacotron, A2 baseline",tacotron,equal,0
103,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
103,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
103,5,"A1 tacotron, A2 baseline",tacotron,equal,0
103,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
103,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
103,8,"A1 tacotron, A2 baseline",tacotron,equal,0
103,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
103,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
103,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
104,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
104,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
104,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
104,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
104,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
104,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
104,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
104,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
104,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
104,9,"A1 tacotron, A2 baseline",tacotron,equal,0
104,10,"A1 tacotron, A2 baseline",tacotron,equal,0
104,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
105,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
105,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
105,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
105,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
105,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
105,5,"A1 tacotron, A2 baseline",tacotron,equal,0
105,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
105,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
105,8,"A1 tacotron, A2 baseline",tacotron,A2 better,0
105,9,"A1 tacotron, A2 baseline",tacotron,equal,0
105,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
105,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
106,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
106,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
106,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
106,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
106,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
106,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
106,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
106,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
106,8,"A1 tacotron, A2 baseline",tacotron,equal,0
106,9,"A1 tacotron, A2 baseline",tacotron,equal,0
106,10,"A1 tacotron, A2 baseline",tacotron,equal,0
106,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
107,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
107,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
107,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
107,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
107,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
107,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
107,6,"A1 tacotron, A2 baseline",tacotron,equal,0
107,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
107,8,"A1 tacotron, A2 baseline",tacotron,equal,0
107,9,"A1 tacotron, A2 baseline",tacotron,equal,0
107,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
107,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
108,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
108,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
108,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
108,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
108,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
108,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
108,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
108,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
108,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
108,9,"A1 tacotron, A2 baseline",tacotron,equal,0
